county,ward_names,ballots_cast,brian_hagedorn,lisa_neubauer,scatter
SHEBOYGAN,City of SHEBOYGAN Ward 25,357,192,165,0
SHEBOYGAN,City of SHEBOYGAN Ward 26,378,218,160,0
SHEBOYGAN,City of SHEBOYGAN Ward 27,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN Ward 28,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN Ward 29,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN Ward 30,0,0,0,0
SHEBOYGAN,City of SHEBOYGAN Ward 31,0,0,0,0
SHEBOYGAN,"City of SHEBOYGAN FALLS Wards 1-2,9",647,417,230,0
SHEBOYGAN,City of SHEBOYGAN FALLS Wards 3-5,538,287,251,0
SHEBOYGAN,"City of SHEBOYGAN FALLS Wards 6-8,10-11",555,330,225,0
TAYLOR,Town of AURORA Ward 1,68,49,19,0
TAYLOR,Town of BROWNING Ward 1,152,120,32,0
TAYLOR,Town of CHELSEA Ward 1,150,119,31,0
TAYLOR,Town of CLEVELAND Ward 1,68,54,14,0
TAYLOR,Town of DEER CREEK Ward 1,119,100,19,0
TAYLOR,Town of FORD Ward 1,61,48,13,0
TAYLOR,Town of GOODRICH Ward 1,124,92,32,0
TAYLOR,Town of GREENWOOD Ward 1,128,93,35,0
TAYLOR,Town of GROVER Ward 1,62,48,14,0
TAYLOR,Town of HAMMEL Wards 1-2,165,127,38,0
TAYLOR,Town of HOLWAY Ward 1,85,62,23,0
TAYLOR,Town of JUMP RIVER Ward 1,74,41,33,0
TAYLOR,Town of LITTLE BLACK Wards 1-2,203,144,59,0
TAYLOR,Town of MAPLEHURST Ward 1,77,52,25,0
TAYLOR,Town of MCKINLEY Ward 1,85,68,17,0
TAYLOR,Town of MEDFORD Wards 1-3,462,367,95,0
TAYLOR,Town of MOLITOR Ward 1,80,52,28,0
TAYLOR,Town of PERSHING Ward 1,35,18,17,0
TAYLOR,Town of RIB LAKE Wards 1-2,163,116,47,0
TAYLOR,Town of ROOSEVELT Ward 1,103,55,48,0
TAYLOR,Town of TAFT Ward 1,70,48,22,0
TAYLOR,Town of WESTBORO Ward 1,169,133,36,0
TAYLOR,Village of GILMAN Ward 1,88,57,31,0
TAYLOR,Village of LUBLIN Ward 1,44,24,20,0
TAYLOR,Village of RIB LAKE Ward 1,177,109,68,0
TAYLOR,Village of STETSONVILLE Ward 1,83,52,31,0
TAYLOR,City of MEDFORD Wards 1-2,183,92,90,1
TAYLOR,City of MEDFORD Wards 3-4,167,93,74,0
TAYLOR,City of MEDFORD Wards 5-6,161,92,69,0
TAYLOR,City of MEDFORD Wards 7-8,133,84,49,0
TREMPEALEAU,Town of ALBION Wards 1-2,100,40,60,0
TREMPEALEAU,Town of ARCADIA Wards 1-4,476,259,217,0
TREMPEALEAU,Town of BURNSIDE Wards 1-2,63,37,26,0
TREMPEALEAU,Town of CALEDONIA Wards 1-2,248,144,104,0
TREMPEALEAU,Town of CHIMNEY ROCK Ward 1,78,39,39,0
TREMPEALEAU,Town of DODGE Ward 1,91,47,44,0
TREMPEALEAU,Town of ETTRICK Wards 1-2,297,143,154,0
TREMPEALEAU,Town of GALE Wards 1-3,509,276,233,0
TREMPEALEAU,Town of HALE Ward 1,305,165,140,0
TREMPEALEAU,Town of LINCOLN Wards 1-2,106,47,59,0
TREMPEALEAU,Town of PIGEON Wards 1-2,158,74,84,0
TREMPEALEAU,Town of PRESTON Wards 1-3,162,83,79,0
TREMPEALEAU,Town of SUMNER Ward 1,134,78,56,0
TREMPEALEAU,Town of TREMPEALEAU Wards 1-2,549,269,280,0
TREMPEALEAU,Town of UNITY Wards 1-2,102,46,56,0
TREMPEALEAU,Village of ELEVA Ward 1,100,52,48,0
TREMPEALEAU,Village of ETTRICK Ward 1,151,65,86,0
TREMPEALEAU,Village of PIGEON FALLS Ward 1,73,31,42,0
TREMPEALEAU,Village of STRUM Wards 1-2,187,87,100,0
TREMPEALEAU,Village of TREMPEALEAU Wards 1-2,435,200,233,2
TREMPEALEAU,City of ARCADIA Wards 1-3,302,169,133,0
TREMPEALEAU,City of BLAIR Wards 1-3,142,52,90,0
TREMPEALEAU,City of GALESVILLE Wards 1-3,372,159,210,3
TREMPEALEAU,City of INDEPENDENCE Wards 1-3,127,62,65,0
TREMPEALEAU,City of OSSEO Wards 1-3,219,111,108,0
TREMPEALEAU,City of WHITEHALL Wards 1-3,251,115,136,0
VERNON,Town of BERGEN Wards 1-3,325,155,170,0
VERNON,Town of CHRISTIANA Wards 1-2,176,102,74,0
VERNON,Town of CLINTON Wards 1-2,149,78,71,0
VERNON,Town of COON Wards 1-2,206,75,131,0
VERNON,Town of FOREST Ward 1,126,75,51,0
VERNON,Town of FRANKLIN Wards 1-2,289,164,125,0
VERNON,Town of GENOA Wards 1-2,141,62,79,0
VERNON,Town of GREENWOOD Ward 1,93,44,49,0
VERNON,Town of HAMBURG Wards 1-2,204,107,97,0
VERNON,Town of HARMONY Wards 1-3,147,66,81,0
VERNON,Town of HILLSBORO Wards 1-3,124,85,39,0
VERNON,Town of JEFFERSON Wards 1-4,272,139,133,0
VERNON,Town of KICKAPOO Ward 1,122,54,68,0
VERNON,Town of LIBERTY Ward 1,83,39,44,0
VERNON,Town of STARK Wards 1-2,117,51,66,0
VERNON,Town of STERLING Ward 1,134,84,50,0
VERNON,Town of UNION Wards 1-3,116,53,63,0
VERNON,Town of VIROQUA Wards 1-4,391,175,215,1
VERNON,Town of WEBSTER Wards 1-2,165,56,109,0
VERNON,Town of WHEATLAND Ward 1,151,76,75,0
VERNON,Town of WHITESTOWN Ward 1,116,62,54,0
VERNON,Village of CHASEBURG Ward 1,52,35,17,0
VERNON,Village of COON VALLEY Ward 1,253,119,134,0
VERNON,Village of DE SOTO Ward 1,42,23,19,0
VERNON,Village of GENOA Ward 1,90,42,48,0
VERNON,Village of LA FARGE Ward 1,141,53,88,0
VERNON,Village of ONTARIO Ward 1,73,41,32,0
VERNON,Village of READSTOWN Ward 1,69,36,33,0
VERNON,Village of STODDARD Ward 1,172,71,101,0
VERNON,VILLAGE OF VIOLA Ward 1,70,40,30,0
VERNON,City of HILLSBORO Wards 1-4,174,90,84,0
VERNON,City of VIROQUA Wards 1-9,1123,377,746,0
VERNON,City of WESTBY Wards 1-5,355,149,206,0
VILAS,Town of ARBOR VITAE Wards 1-7,728,449,279,0
VILAS,Town of BOULDER JUNCTION Wards 1-2,489,249,240,0
VILAS,Town of CLOVERLAND Wards 1-2,270,173,97,0
VILAS,Town of CONOVER Wards 1-2,311,199,112,0
VILAS,Town of LAC DU FLAMBEAU Wards 1-7,804,334,470,0
VILAS,Town of LAND O-LAKES Ward 1,230,137,92,1
VILAS,Town of LINCOLN Wards 1-5,623,394,229,0
VILAS,Town of MANITOWISH WATERS Ward 1,239,168,71,0
VILAS,Town of PHELPS Wards 1-2,323,234,89,0
VILAS,Town of PLUM LAKE Wards 1-2,270,151,119,0
VILAS,Town of PRESQUE ISLE Ward 1,251,148,103,0
VILAS,Town of ST. GERMAIN Wards 1-2,718,443,273,2
VILAS,Town of WASHINGTON Wards 1-3,433,255,178,0
VILAS,Town of WINCHESTER Ward 1,185,116,69,0
VILAS,City of EAGLE RIVER Ward 1,80,39,41,0
VILAS,City of EAGLE RIVER Ward 2,94,63,31,0
VILAS,City of EAGLE RIVER Wards 3-4,72,39,33,0
VILAS,City of EAGLE RIVER Ward 5,101,68,33,0
WALWORTH,Town of BLOOMFIELD Wards 1-2,222,136,86,0
WALWORTH,Town of DARIEN Wards 1-3,358,246,112,0
WALWORTH,Town of DELAVAN Wards 1-11,1306,791,513,2
WALWORTH,Town of EAST TROY Wards 1-6,1096,817,279,0
WALWORTH,Town of GENEVA Wards 1-8,1095,695,400,0
WALWORTH,Town of LAFAYETTE Wards 1-3,533,382,151,0
WALWORTH,Town of LA GRANGE Wards 1-3,594,395,199,0
WALWORTH,"Town of LINN Wards 1-4,6",565,336,228,1
WALWORTH,Town of LINN Ward 5,117,72,45,0
WALWORTH,Town of LYONS Wards 1-7,698,509,189,0
WALWORTH,Town of RICHMOND Wards 1-3,441,272,168,1
WALWORTH,Town of SHARON Ward 1,183,111,72,0
WALWORTH,Town of SPRING PRAIRIE Wards 1-4,703,524,179,0
WALWORTH,Town of SUGAR CREEK Wards 1-5,845,555,290,0
WALWORTH,Town of TROY Wards 1-3,750,540,210,0
WALWORTH,Town of WALWORTH Wards 1-3,316,242,74,0
WALWORTH,Town of WHITEWATER Wards 1-3,396,224,171,1
WALWORTH,Village of BLOOMFIELD Wards 1-5,742,477,260,5
WALWORTH,Village of DARIEN Wards 1-2,271,138,133,0
WALWORTH,Village of EAST TROY Wards 1-5,1001,667,334,0
WALWORTH,Village of FONTANA Wards 1-3,432,252,179,1
WALWORTH,Village of GENOA CITY Wards 1-4,285,187,98,0
WALWORTH,VILLAGE OF MUKWONAGO Ward 11,36,25,11,0
WALWORTH,Village of SHARON Wards 1-2,204,115,89,0
WALWORTH,Village of WALWORTH Wards 1-3,582,325,256,1
WALWORTH,Village of WILLIAMS BAY Wards 1-4,789,460,328,1
WALWORTH,CITY OF BURLINGTON Ward 9,0,0,0,0
WALWORTH,CITY OF BURLINGTON Ward 10,1,1,0,0
WALWORTH,"City of DELAVAN Wards 1-5,15-16",403,233,170,0
WALWORTH,City of DELAVAN Wards 6-10,421,213,208,0
WALWORTH,City of DELAVAN Wards 11-14,442,255,186,1
WALWORTH,City of ELKHORN Ward 1,295,187,108,0
WALWORTH,"City of ELKHORN Wards 2,7",249,154,95,0
WALWORTH,City of ELKHORN Ward 3,140,80,60,0
WALWORTH,"City of ELKHORN Wards 4,6,8",613,355,257,1
WALWORTH,City of ELKHORN Ward 5,324,201,123,0
WALWORTH,City of LAKE GENEVA Wards 1-2,338,164,174,0
WALWORTH,City of LAKE GENEVA Wards 3-4,228,127,101,0
WALWORTH,"City of LAKE GENEVA Wards 5-6,10",382,231,150,1
WALWORTH,"City of LAKE GENEVA Wards 7-9,11-14",265,139,126,0
WALWORTH,"City of WHITEWATER Wards 1-2,7-8,13",466,207,259,0
WALWORTH,"City of WHITEWATER Wards 3-4,9",354,83,271,0
WALWORTH,City of WHITEWATER Wards 5-6,543,199,343,1
WASHBURN,Town of BARRONETT Ward 1,89,47,42,0
WASHBURN,Town of BASHAW Wards 1-3,225,136,89,0
WASHBURN,Town of BASS LAKE Ward 1,109,71,38,0
WASHBURN,Town of BEAVER BROOK Wards 1-3,154,83,71,0
WASHBURN,Town of BIRCHWOOD Wards 1-3,162,119,43,0
WASHBURN,Town of BROOKLYN Ward 1,63,37,26,0
WASHBURN,Town of CASEY Ward 1,103,46,57,0
WASHBURN,Town of CHICOG Wards 1-2,92,38,54,0
WASHBURN,Town of CRYSTAL Wards 1-2,65,49,16,0
WASHBURN,Town of EVERGREEN Wards 1-2,249,134,115,0
WASHBURN,Town of FROG CREEK Ward 1,47,27,20,0
WASHBURN,Town of GULL LAKE Ward 1,46,20,26,0
WASHBURN,Town of LONG LAKE Ward 1,173,91,82,0
WASHBURN,Town of MADGE Wards 1-3,121,67,54,0
WASHBURN,Town of MINONG Wards 1-2,165,89,76,0
WASHBURN,Town of SARONA Wards 1-2,72,54,18,0
WASHBURN,Town of SPOONER Wards 1-3,153,90,63,0
WASHBURN,Town of SPRINGBROOK Ward 1,88,57,31,0
WASHBURN,Town of STINNETT Ward 1,36,26,10,0
WASHBURN,Town of STONE LAKE Ward 1,87,56,31,0
WASHBURN,Town of TREGO Wards 1-2,275,152,123,0
WASHBURN,Village of BIRCHWOOD Ward 1,73,46,27,0
WASHBURN,Village of MINONG Ward 1,54,33,21,0
WASHBURN,City of SPOONER Wards 1-6,350,187,163,0
WASHBURN,City of SHELL LAKE Wards 1-2,264,121,143,0
WASHINGTON,Town of ADDISON Wards 1-6,901,752,149,0
WASHINGTON,Town of BARTON Wards 1-4,936,732,204,0
WASHINGTON,Town of ERIN Wards 1-4,1355,1087,268,0
WASHINGTON,Town of FARMINGTON Wards 1-5,1141,938,203,0
WASHINGTON,Town of GERMANTOWN Ward 1,75,53,22,0
WASHINGTON,Town of HARTFORD Wards 1-5,1082,869,213,0
WASHINGTON,Town of JACKSON Wards 1-6,1571,1297,274,0
WASHINGTON,Town of KEWASKUM Wards 1-2,389,301,88,0
WASHINGTON,Town of POLK Wards 1-6,1261,1027,234,0
WASHINGTON,Town of TRENTON Wards 1-8,1519,1196,323,0
WASHINGTON,Town of WAYNE Wards 1-3,659,535,124,0
WASHINGTON,Town of WEST BEND Wards 1-8,1892,1407,485,0
WASHINGTON,"Village of GERMANTOWN Wards 1,8,10-11",1400,1070,330,0
WASHINGTON,"Village of GERMANTOWN Wards 2,5-7",1155,778,377,0
WASHINGTON,"Village of GERMANTOWN Wards 3-4,9,16-17",1234,858,376,0
WASHINGTON,Village of GERMANTOWN Wards 12-15,1447,1073,374,0
WASHINGTON,Village of JACKSON Wards 1-12,1992,1470,522,0
WASHINGTON,"Village of KEWASKUM Wards 1-5,7",1038,754,284,0
WASHINGTON,Village of NEWBURG Wards 1-2,352,276,76,0
WASHINGTON,Village of RICHFIELD Wards 1-2,964,784,180,0
WASHINGTON,Village of RICHFIELD Wards 3-4,844,651,193,0
WASHINGTON,Village of RICHFIELD Wards 5-6,1149,952,197,0
WASHINGTON,Village of RICHFIELD Wards 7-9,1235,918,317,0
WASHINGTON,Village of SLINGER Wards 1-9,1231,963,268,0
WASHINGTON,"City of HARTFORD Wards 1-5,31-32,34",1010,768,242,0
WASHINGTON,"City of HARTFORD Wards 6-10,15-17,20,23-25,28,33,35-36",958,678,280,0
WASHINGTON,"City of HARTFORD Wards 11-14,21-22,26-27,29-30",1157,803,354,0
WASHINGTON,CITY OF MILWAUKEE Ward 318,0,0,0,0
WASHINGTON,City of WEST BEND Wards 1-3,892,616,276,0
WASHINGTON,City of WEST BEND Wards 4-6,996,611,385,0
WASHINGTON,City of WEST BEND Wards 7-8,1211,824,387,0
WASHINGTON,"City of WEST BEND Wards 9-10,30-32",833,566,267,0
WASHINGTON,"City of WEST BEND Wards 11-14,28-29",826,555,271,0
WASHINGTON,"City of WEST BEND Wards 15-19,25,27",917,621,296,0
WASHINGTON,City of WEST BEND Wards 20-22,715,501,214,0
WASHINGTON,"City of WEST BEND Wards 23-24,26,33",1197,804,393,0
WAUKESHA,"Town of BROOKFIELD Wards 1,3-4",671,443,228,0
WAUKESHA,"Town of BROOKFIELD Wards 2,5-8",1083,704,376,3
WAUKESHA,Town of BROOKFIELD Wards 9-10,296,192,104,0
WAUKESHA,"Town of DELAFIELD Wards 1-2,5-6",977,723,254,0
WAUKESHA,Town of DELAFIELD Wards 3-4,634,492,142,0
WAUKESHA,Town of DELAFIELD Wards 7-8,546,413,131,2
WAUKESHA,Town of DELAFIELD Wards 9-11,837,567,270,0
WAUKESHA,Town of EAGLE Wards 1-4,1471,1069,402,0
WAUKESHA,Town of GENESEE Wards 1-10,2620,1924,695,1
WAUKESHA,"Town of LISBON Wards 1,6",1049,800,249,0
WAUKESHA,Town of LISBON Wards 2-3,939,726,213,0
WAUKESHA,Town of LISBON Wards 4-5,1094,840,254,0
WAUKESHA,"Town of MERTON Wards 1-3,7-9",1738,1397,341,0
WAUKESHA,"Town of MERTON Wards 4-6,10-11",913,700,212,1
WAUKESHA,"Town of MUKWONAGO Wards 1,4-8",1317,1038,279,0
WAUKESHA,"Town of MUKWONAGO Wards 2-3,9-11",982,760,222,0
WAUKESHA,"Town of OCONOMOWOC Wards 1-2,4",1044,800,244,0
WAUKESHA,"Town of OCONOMOWOC Wards 3,6-7",826,613,213,0
WAUKESHA,"Town of OCONOMOWOC Wards 5,8-10",902,692,210,0
WAUKESHA,Town of OTTAWA Wards 1-5,1398,971,426,1
WAUKESHA,"Town of VERNON Wards 1,8-11",1336,983,352,1
WAUKESHA,Town of VERNON Wards 2-7,1515,1187,327,1
WAUKESHA,"Town of WAUKESHA Wards 1-6,8",1931,1362,568,1
WAUKESHA,"Town of WAUKESHA Wards 7,9-12",1175,863,312,0
WAUKESHA,Village of BIG BEND Wards 1-4,469,343,126,0
WAUKESHA,Village of BUTLER Wards 1-3,413,279,134,0
WAUKESHA,Village of CHENEQUA Wards 1-2,209,165,44,0
WAUKESHA,Village of DOUSMAN Wards 1-5,693,451,241,1
WAUKESHA,Village of EAGLE Wards 1-2,947,693,252,2
WAUKESHA,Village of ELM GROVE Wards 1-4,1175,718,457,0
WAUKESHA,Village of ELM GROVE Wards 5-8,1102,661,440,1
WAUKESHA,Village of HARTLAND Wards 1-6,1092,750,341,1
WAUKESHA,Village of HARTLAND Wards 7-14,1120,811,309,0
WAUKESHA,Village of LAC LA BELLE Ward 1,178,115,63,0
WAUKESHA,Village of LANNON Wards 1-2,304,208,96,0
WAUKESHA,Village of MENOMONEE FALLS Ward 1,729,488,241,0
WAUKESHA,Village of MENOMONEE FALLS Ward 2,419,254,165,0
WAUKESHA,Village of MENOMONEE FALLS Ward 3,548,378,170,0
WAUKESHA,Village of MENOMONEE FALLS Ward 4,259,170,89,0
WAUKESHA,Village of MENOMONEE FALLS Ward 5,377,246,131,0
WAUKESHA,Village of MENOMONEE FALLS Ward 6,487,280,206,1
WAUKESHA,Village of MENOMONEE FALLS Ward 7,211,145,66,0
WAUKESHA,Village of MENOMONEE FALLS Ward 8,369,235,134,0
WAUKESHA,Village of MENOMONEE FALLS Ward 9,363,227,136,0
WAUKESHA,Village of MENOMONEE FALLS Ward 10,398,274,124,0
WAUKESHA,Village of MENOMONEE FALLS Ward 11,350,213,136,1
WAUKESHA,Village of MENOMONEE FALLS Ward 12,269,163,106,0
WAUKESHA,Village of MENOMONEE FALLS Ward 13,601,400,201,0
WAUKESHA,Village of MENOMONEE FALLS Ward 14,682,432,250,0
WAUKESHA,Village of MENOMONEE FALLS Ward 15,667,439,228,0
WAUKESHA,Village of MENOMONEE FALLS Ward 16,323,226,97,0
WAUKESHA,Village of MENOMONEE FALLS Ward 17,576,403,173,0
WAUKESHA,Village of MENOMONEE FALLS Ward 18,469,312,155,2
WAUKESHA,Village of MENOMONEE FALLS Ward 19,625,421,203,1
WAUKESHA,Village of MENOMONEE FALLS Ward 20,526,342,184,0
WAUKESHA,Village of MENOMONEE FALLS Ward 21,514,368,146,0
WAUKESHA,Village of MENOMONEE FALLS Ward 22,330,220,110,0
WAUKESHA,Village of MENOMONEE FALLS Ward 23,494,345,149,0
WAUKESHA,Village of MERTON Wards 1-6,998,803,195,0
WAUKESHA,"Village of MUKWONAGO Wards 1-10,12",1743,1235,507,1
WAUKESHA,Village of NASHOTAH Wards 1-3,441,313,128,0
WAUKESHA,Village of NORTH PRAIRIE Wards 1-4,700,524,176,0
WAUKESHA,Village of OCONOMOWOC LAKE Ward 1,193,159,34,0
WAUKESHA,Village of PEWAUKEE Wards 1-5,1207,798,407,2
WAUKESHA,Village of PEWAUKEE Wards 6-10,883,557,326,0
WAUKESHA,Village of SUMMIT Wards 1-6,1561,1097,463,1
WAUKESHA,"Village of SUSSEX Wards 1-2,6",1250,879,371,0
WAUKESHA,"Village of SUSSEX Wards 3-5,7,9-10",1411,970,441,0
WAUKESHA,Village of SUSSEX Ward 8,68,47,21,0
WAUKESHA,Village of SUSSEX Ward 11,0,0,0,0
WAUKESHA,Village of WALES Wards 1-5,971,648,323,0
WAUKESHA,City of BROOKFIELD Ward 1,623,410,212,1
WAUKESHA,City of BROOKFIELD Ward 2,621,390,231,0
WAUKESHA,City of BROOKFIELD Ward 3,622,427,195,0
WAUKESHA,City of BROOKFIELD Ward 4,323,222,101,0
WAUKESHA,City of BROOKFIELD Ward 5,701,513,188,0
WAUKESHA,City of BROOKFIELD Ward 6,408,289,119,0
WAUKESHA,City of BROOKFIELD Ward 7,480,278,202,0
WAUKESHA,City of BROOKFIELD Ward 8,708,446,261,1
WAUKESHA,City of BROOKFIELD Ward 9,508,351,157,0
WAUKESHA,City of BROOKFIELD Ward 10,585,387,198,0
WAUKESHA,City of BROOKFIELD Ward 11,435,268,167,0
WAUKESHA,City of BROOKFIELD Ward 12,663,451,211,1
WAUKESHA,City of BROOKFIELD Ward 13,598,401,197,0
WAUKESHA,City of BROOKFIELD Ward 14,384,274,110,0
WAUKESHA,City of BROOKFIELD Ward 15,507,358,149,0
WAUKESHA,City of BROOKFIELD Ward 16,256,195,60,1
WAUKESHA,City of BROOKFIELD Ward 17,555,393,162,0
WAUKESHA,City of BROOKFIELD Ward 18,475,326,149,0
WAUKESHA,City of BROOKFIELD Ward 19,402,266,136,0
WAUKESHA,City of BROOKFIELD Ward 20,491,315,176,0
WAUKESHA,City of BROOKFIELD Ward 21,451,276,175,0
WAUKESHA,City of BROOKFIELD Ward 22,513,334,179,0
WAUKESHA,City of BROOKFIELD Ward 23,464,284,180,0
WAUKESHA,City of BROOKFIELD Ward 24,613,394,219,0
WAUKESHA,City of BROOKFIELD Ward 25,0,0,0,0
WAUKESHA,City of DELAFIELD Wards 1-14,2381,1583,796,2
WAUKESHA,CITY OF MILWAUKEE Ward 319,0,0,0,0
WAUKESHA,City of MUSKEGO Wards 1-3,1176,852,324,0
WAUKESHA,City of MUSKEGO Wards 4-5,913,654,259,0
WAUKESHA,City of MUSKEGO Wards 6-8,1086,773,313,0
WAUKESHA,City of MUSKEGO Wards 9-10,883,616,267,0
WAUKESHA,City of MUSKEGO Wards 11-12,957,731,226,0
WAUKESHA,City of MUSKEGO Wards 13-14,1022,778,244,0
WAUKESHA,City of MUSKEGO Wards 15-16,993,720,273,0
WAUKESHA,City of NEW BERLIN Ward 1,699,441,257,1
WAUKESHA,City of NEW BERLIN Ward 2,479,317,162,0
WAUKESHA,City of NEW BERLIN Ward 3,652,447,205,0
WAUKESHA,City of NEW BERLIN Ward 4,602,390,211,1
WAUKESHA,City of NEW BERLIN Ward 5,883,549,334,0
WAUKESHA,City of NEW BERLIN Ward 6,153,76,77,0
WAUKESHA,City of NEW BERLIN Ward 7,73,62,11,0
WAUKESHA,City of NEW BERLIN Ward 8,745,475,269,1
WAUKESHA,City of NEW BERLIN Ward 9,565,351,214,0
WAUKESHA,City of NEW BERLIN Ward 10,129,98,31,0
WAUKESHA,City of NEW BERLIN Ward 11,357,263,94,0
WAUKESHA,City of NEW BERLIN Ward 12,91,57,34,0
WAUKESHA,City of NEW BERLIN Ward 13,115,80,35,0
WAUKESHA,City of NEW BERLIN Ward 14,3,3,0,0
WAUKESHA,City of NEW BERLIN Ward 15,621,443,178,0
WAUKESHA,City of NEW BERLIN Ward 16,782,521,260,1
WAUKESHA,City of NEW BERLIN Ward 17,86,45,41,0
WAUKESHA,City of NEW BERLIN Ward 18,1109,703,405,1
WAUKESHA,City of NEW BERLIN Ward 19,93,61,32,0
WAUKESHA,City of NEW BERLIN Ward 20,170,121,49,0
WAUKESHA,City of NEW BERLIN Ward 21,733,473,259,1
WAUKESHA,City of NEW BERLIN Ward 22,594,353,241,0
WAUKESHA,City of NEW BERLIN Ward 23,476,323,153,0
WAUKESHA,City of NEW BERLIN Ward 24,967,631,336,0
WAUKESHA,City of NEW BERLIN Ward 25,458,311,146,1
WAUKESHA,City of NEW BERLIN Ward 26,705,540,165,0
WAUKESHA,City of NEW BERLIN Ward 27,1046,679,364,3
WAUKESHA,"City of OCONOMOWOC Wards 1-3,13-15",1413,906,506,1
WAUKESHA,City of OCONOMOWOC Wards 4-6,1095,737,356,2
WAUKESHA,City of OCONOMOWOC Wards 7-9,937,633,304,0
WAUKESHA,City of OCONOMOWOC Wards 10-12,984,629,355,0
WAUKESHA,City of PEWAUKEE Wards 1-4,1622,1209,413,0
WAUKESHA,City of PEWAUKEE Wards 5-7,1456,1035,421,0
WAUKESHA,City of PEWAUKEE Wards 8-10,1453,1040,413,0
WAUKESHA,City of WAUKESHA Ward 1,411,259,151,1
WAUKESHA,City of WAUKESHA Ward 2,482,294,187,1
WAUKESHA,City of WAUKESHA Ward 3,139,87,52,0
WAUKESHA,City of WAUKESHA Ward 4,193,110,83,0
WAUKESHA,City of WAUKESHA Ward 5,300,146,154,0
WAUKESHA,City of WAUKESHA Ward 6,278,150,128,0
WAUKESHA,City of WAUKESHA Ward 7,218,136,82,0
WAUKESHA,City of WAUKESHA Ward 8,75,41,34,0
WAUKESHA,City of WAUKESHA Ward 9,528,334,193,1
WAUKESHA,City of WAUKESHA Ward 10,232,149,83,0
WAUKESHA,City of WAUKESHA Ward 11,158,91,67,0
WAUKESHA,City of WAUKESHA Ward 12,588,387,201,0
WAUKESHA,City of WAUKESHA Ward 13,443,287,155,1
WAUKESHA,City of WAUKESHA Ward 14,340,210,130,0
WAUKESHA,City of WAUKESHA Ward 15,204,112,92,0
WAUKESHA,City of WAUKESHA Ward 16,168,119,49,0
WAUKESHA,City of WAUKESHA Ward 17,699,449,250,0
WAUKESHA,City of WAUKESHA Ward 18,372,176,196,0
WAUKESHA,City of WAUKESHA Ward 19,577,310,267,0
WAUKESHA,City of WAUKESHA Ward 20,576,382,194,0
WAUKESHA,City of WAUKESHA Ward 21,448,276,171,1
WAUKESHA,City of WAUKESHA Ward 22,434,237,197,0
WAUKESHA,City of WAUKESHA Ward 23,472,262,210,0
WAUKESHA,City of WAUKESHA Ward 24,216,122,94,0
WAUKESHA,City of WAUKESHA Ward 25,200,101,99,0
WAUKESHA,City of WAUKESHA Ward 26,180,85,95,0
WAUKESHA,City of WAUKESHA Ward 27,13,3,10,0
WAUKESHA,City of WAUKESHA Ward 28,145,68,76,1
WAUKESHA,City of WAUKESHA Ward 29,138,83,55,0
WAUKESHA,City of WAUKESHA Ward 30,619,406,212,1
WAUKESHA,City of WAUKESHA Ward 31,625,404,221,0
WAUKESHA,City of WAUKESHA Ward 32,604,362,242,0
WAUKESHA,City of WAUKESHA Ward 33,457,279,177,1
WAUKESHA,City of WAUKESHA Ward 34,141,79,62,0
WAUKESHA,City of WAUKESHA Ward 35,738,479,259,0
WAUKESHA,City of WAUKESHA Ward 36,998,672,326,0
WAUKESHA,City of WAUKESHA Ward 37,300,191,108,1
WAUKESHA,City of WAUKESHA Ward 38,568,312,255,1
WAUKESHA,City of WAUKESHA Ward 39,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 40,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 41,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 42,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 43,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 44,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 45,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 46,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 47,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 48,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 49,0,0,0,0
WAUKESHA,City of WAUKESHA Ward 50,0,0,0,0
WAUPACA,Town of BEAR CREEK Ward 1,150,120,30,0
WAUPACA,Town of CALEDONIA Wards 1-2,400,272,127,1
WAUPACA,Town of DAYTON Wards 1-4,734,446,288,0
WAUPACA,Town of DUPONT Wards 1-2,196,147,49,0
WAUPACA,Town of FARMINGTON Wards 1-6,802,468,334,0
WAUPACA,Town of FREMONT Wards 1-2,159,114,45,0
WAUPACA,Town of HARRISON Ward 1,158,110,48,0
WAUPACA,Town of HELVETIA Wards 1-2,186,135,51,0
WAUPACA,Town of IOLA Wards 1-2,234,150,84,0
WAUPACA,Town of LARRABEE Wards 1-2,305,206,99,0
WAUPACA,Town of LEBANON Wards 1-3,370,242,128,0
WAUPACA,Town of LIND Wards 1-3,312,224,88,0
WAUPACA,Town of LITTLE WOLF Wards 1-3,385,284,101,0
WAUPACA,Town of MATTESON Ward 1,217,159,58,0
WAUPACA,Town of MUKWA Wards 1-2,206,114,92,0
